word,level,pos,word_fr,flag,last_seen_date
none,a2,pronoun,personne,,
nonetheless,c1,adverb,néanmoins,,
nonsense,c1,noun,absurdité,,
noon,c1,noun,midi,,
nor,b1,adverb,ni,,
nor,b1,conjunction,ni,,
norm,b2,noun,norme,,
normal,a2,adjective,normal,,
normal,b1,noun,normale,,
normally,a2,adverb,normalement,,
north,a1,adjective,nord,,
north,a1,adverb,nord,,
north,a1,noun,nord,,
northern,b1,adjective,du nord,,
nose,a1,noun,nez,,
not,a1,adverb,ne ... pas,,
notable,c1,adjective,remarquable,,
notably,c1,adverb,notamment,,
note,a1,noun,note,,
note,b1,verb,noter,,
notebook,b2,noun,cahier,,
nothing,a1,pronoun,rien,,
notice,a2,noun,avis,,
notice,a2,verb,s'apercevoir,,
notify,c1,verb,notifier,,
notion,b2,noun,notion,,
notorious,c1,adjective,notoire,,
novel,c1,adjective,nouveau,,
novel,a2,noun,roman,,
novelist,b2,noun,romancier,,
november,a1,noun,novembre,,
now,a1,adverb,maintenant,,
now,b1,conjunction,maintenant,,
nowadays,b2,adverb,actuellement,,
nowhere,a2,adverb,nulle part,,
nuclear,b1,adjective,nucléaire,,
number,a1,noun,nombre,,
number,a2,verb,numéroter,,
numerous,b2,adjective,nombreux,,
nurse,a1,noun,infirmière,,
nursery,c1,noun,crèche,,
nursing,b2,noun,soins infirmiers,,
nut,a2,noun,noix,,
nutrition,b2,noun,nutrition,,
o'clock,a1,adverb,une heure,,
obesity,b2,noun,obésité,,
obey,b2,verb,obéir,,
object,a1,noun,objet,,
object,b2,verb,s'opposer,,
objection,c1,noun,objection,,
objective,b2,adjective,objectif,,
objective,b2,noun,objectif,,
obligation,b2,noun,obligation,,
oblige,c1,verb,imposer,,
observation,b2,noun,observation,,
observe,b2,verb,observer,,
observer,b2,noun,observateur,,
obsess,c1,verb,obséder,,
obsession,c1,noun,idée fixe,,
obstacle,b2,noun,obstacle,,
obtain,b2,verb,obtenir,,
obvious,b1,adjective,évident,,
obviously,b1,adverb,évidemment,,
occasion,b1,noun,occasion,,
occasional,c1,adjective,occasionnel,,
occasionally,b2,adverb,occasionnellement,,
occupation,b2,noun,occupation,,
occupy,b2,verb,occuper,,
occur,b1,verb,avoir lieu,,
occurrence,c1,noun,occurrence,,
ocean,a2,noun,océan,,
october,a1,noun,octobre,,
odd,b1,adjective,bizarre,,
odds,c1,noun,probabilités,,
of,a1,preposition,de,,
off,a1,adverb,éteint,,
off,a1,preposition,hors de,,
offence,b2,noun,infraction,,
offend,b2,verb,offenser,,
offender,b2,noun,délinquant,,
offensive,b2,adjective,offensant,,
offer,a2,noun,offre,,
offer,a2,verb,offrir,,
offering,c1,noun,offre,,
office,a1,noun,office,,
officer,a2,noun,officier,,
official,b1,adjective,officiel,,
official,b2,noun,fonctionnaire,,
offspring,c1,noun,descendance,,
often,a1,adverb,souvent,,
oh,a1,exclamation,oh,,
oil,a2,noun,huile,,
ok,a1,adjective,permis,,
ok,a1,adverb,correctement,,
ok,a1,exclamation,d'accord,,
old,a1,adjective,ancien,,
old-fashioned,b1,adjective,démodé,,
on,a1,adverb,sur,,
on,a1,preposition,sur,,
once,a1,adverb,une fois,,
once,b1,conjunction,une fois que,,
one,a1,determiner,un,,
one,a1,number,un,,
one,a1,pronoun,on,,
ongoing,b2,adjective,en cours,,
onion,a1,noun,oignon,,
online,a1,adjective,en ligne,,
online,a1,adverb,en ligne,,
only,a1,adjective,seul,,
only,a1,adverb,seulement,,
onto,a2,preposition,sur,,
open,a1,adjective,ouvert,,
open,a1,verb,ouvrir,,
opening,b2,noun,ouverture,,
openly,b2,adverb,ouvertement,,
opera,b2,noun,opéra,,
operate,b2,verb,opérer,,
operation,b1,noun,opération,,
operational,c1,adjective,opérationnel,,
operator,b2,noun,opérateur,,
opinion,a1,noun,avis,,
opponent,b2,noun,adversaire,,
opportunity,a2,noun,occasion,,
oppose,b2,verb,opposer,,
opposed,b2,adjective,opposé,,
opposite,a1,adjective,opposé,,
opposite,a1,adverb,en face,,
opposite,a1,noun,contraire,,
opposite,a1,preposition,en face de,,
opposition,b2,noun,opposition,,
opt,c1,verb,opter,,
optical,c1,adjective,optique,,
optimism,c1,noun,optimisme,,
optimistic,b2,adjective,optimiste,,
option,a2,noun,choix,,
or,a1,conjunction,ou,,
oral,c1,adjective,oral,,
orange,a1,adjective,orange,,
orange,a1,noun,orange,,
orchestra,b2,noun,orchestre,,
order,a1,noun,ordre,,
order,a1,verb,commander,,
ordinary,a2,adjective,ordinaire,,
organ,b2,noun,orgue,,
organic,b2,adjective,organique,,
organization,a2,noun,organisation,,
organizational,c1,adjective,organisationnel,,
organize,a2,verb,organiser,,
organized,b1,adjective,organisé,,
organizer,b1,noun,organisateur,,
orientation,c1,noun,orientation,,
origin,b2,noun,origine,,
original,a2,adjective,original,,
original,b1,noun,original,,
originally,b1,adverb,à l'origine,,
originate,c1,verb,instituer,,
other,a1,adjective,autre,,
other,a1,pronoun,autre,,
otherwise,b2,adverb,autrement,,
ought,b1,modal verb,devoir,,
our,a1,determiner,notre,,
ours,b1,pronoun,le nôtre,,
ourselves,a2,pronoun,nous-mêmes,,
out,a1,adverb,dehors,,
out,a1,preposition,hors de,,
outbreak,c1,noun,irruption,,
outcome,b2,noun,issue,,
outdoor,b1,adjective,de plein air,,
outdoors,b1,adverb,en plein air,,
outer,b2,adjective,extérieur,,
outfit,b2,noun,complet,,
outing,c1,noun,sortie,,
outlet,c1,noun,issue,,
outline,b2,noun,silhouette,,
outline,b2,verb,esquisser,,
outlook,c1,noun,vue,,
output,b2,noun,production,,
outrage,c1,noun,colère,,
outrage,c1,verb,indigner,,
outside,a2,adjective,externe,,
outside,a1,adverb,dehors,,
outside,a2,noun,extérieur,,
outside,a2,preposition,hors de,,
outsider,c1,noun,outsider,,
outstanding,b2,adjective,exceptionnel,,
oven,a2,noun,four,,
over,a1,adverb,encore,,
over,a1,preposition,au-dessus de,,
overall,b2,adjective,total,,
overall,b2,adverb,total,,
overcome,b2,verb,vaincre,,
overlook,c1,verb,surveiller,,
overly,c1,adverb,trop,,
overnight,b2,adverb,du jour au lendemain,,
overseas,b2,adjective,d'outre-mer,,
overseas,b2,adverb,à l'étranger,,
oversee,c1,verb,superviser,,
overturn,c1,verb,casser,,
overwhelm,c1,verb,combler,,
overwhelming,c1,adjective,accablant,,
owe,b2,verb,devoir,,
own,a1,adjective,propre,,
own,a1,pronoun,propre,,
own,a2,verb,posséder,,
owner,a2,noun,propriétaire,,
ownership,b2,noun,propriété,,
oxygen,b2,noun,oxygène,,
pace,b2,noun,rythme,,
pace,b2,verb,arpenter,,
pack,b1,noun,paquet,,
pack,a2,verb,emballer,,
package,b1,noun,paquet,,
package,b2,verb,empaqueter,,
packet,b2,noun,paquet,,
pad,c1,noun,bloc,,
page,a1,noun,page,,
pain,a2,noun,douleur,,
painful,b1,adjective,pénible,,
paint,a1,noun,peinture,,
paint,a1,verb,peindre,,
painter,a2,noun,peintre,,
painting,a1,noun,art pictural,,
pair,a1,noun,paire,,
palace,a2,noun,palais,,
pale,b1,adjective,pâle,,
palm,b2,noun,paume,,
pan,b1,noun,Pan,,
panel,b2,noun,panneau,,
panic,b2,noun,panique,,
pants,a2,noun,pantalon,,
paper,a1,noun,papier,,
parade,b2,noun,défilé,,
paragraph,a1,noun,paragraphe,,
parallel,b2,adjective,parallèle,,
parallel,b2,noun,parallèle,,
parameter,c1,noun,paramètre,,
parent,a1,noun,parent,,
parental,c1,adjective,parental,,
parish,c1,noun,paroisse,,
park,a1,noun,parc,,
park,a1,verb,garer,,
parking,a2,noun,stationnement,,
parliament,b2,noun,parlement,,
parliamentary,c1,adjective,parlementaire,,
part,a1,noun,rôle,,
part-time,b2,adjective,à temps partiel,,
partial,c1,adjective,partial,,
partially,c1,adverb,en partie,,
participant,b2,noun,participant,,
participate,b1,verb,participer,,
participation,b2,noun,participation,,
particular,a2,adjective,particulier,,
particularly,b1,adverb,particulièrement,,
partly,b2,adverb,en partie,,
partner,a1,noun,partenaire,,
partnership,b2,noun,partenariat,,
party,a1,noun,parti,,
pass,b1,noun,laissez-passer,,
pass,a2,verb,passer,,
passage,b2,noun,passage,,
passenger,a2,noun,passager,,
passing,c1,noun,passage,,
passion,b1,noun,passion,,
passionate,b2,adjective,passionné,,
passive,c1,adjective,passive,,
passport,a1,noun,passeport,,
password,b2,noun,mot de passe,,
past,a1,adjective,passé,,
past,a2,adverb,passé,,
past,a1,noun,passé,,
past,a1,preposition,après,,
pastor,c1,noun,pasteur,,
patch,c1,noun,patch,,
patent,c1,noun,brevet,,
path,b1,noun,chemin,,
pathway,c1,noun,voie,,
patience,b2,noun,patience,,
patient,b2,adjective,patient,,
patient,a2,noun,patient,,
patrol,c1,noun,patrouille,,
patrol,c1,verb,patrouiller,,
patron,c1,noun,client,,
pattern,a2,noun,patron,,
pause,b2,noun,pause,,
pause,b2,verb,faire une pause,,
pay,a2,noun,paie,,
pay,a1,verb,payer,,
payment,b1,noun,paiement,,
peace,a2,noun,paix,,
peaceful,b1,adjective,paisible,,
peak,c1,noun,sommet,,
peasant,c1,noun,paysan,,
peculiar,c1,adjective,particulier,,
peer,b2,noun,pair,,
pen,a1,noun,cygne femelle,,
penalty,b2,noun,pénalité,,
pencil,a1,noun,crayon,,
penny,a2,noun,penny,,
pension,b2,noun,pension,,
people,a1,noun,peuple,,
pepper,a1,noun,poivre,,
per,a2,preposition,à,,
per cent,a2,adjective,pour cent,,
per cent,a2,adverb,pour cent,,
per cent,a2,noun,pourcentage,,
perceive,b2,verb,percevoir,,
percentage,b1,noun,pourcentage,,
perception,b2,noun,perception,,
perfect,a1,adjective,parfait,,
perfectly,b1,adverb,parfaitement,,
perform,a2,verb,exécuter,,
performance,b1,noun,performance,,
perhaps,a2,adverb,peut-être,,
period,a1,noun,période,,
permanent,b2,adjective,permanent,,
permanently,b2,adverb,en permanence,,
permission,a2,noun,permission,,
permit,b2,noun,permis,,
permit,b2,verb,permettre,,
persist,c1,verb,persister,,
persistent,c1,adjective,persistant,,
person,a1,noun,personne,,
personal,a1,adjective,personnel,,
personality,a2,noun,personnalité,,
personally,b1,adverb,personnellement,,
personnel,c1,noun,personnel,,
perspective,b2,noun,perspective,,
persuade,b1,verb,persuader,,
pet,a2,noun,chouchou,,
petition,c1,noun,pétition,,
petrol,a2,noun,essence,,
phase,b2,noun,phase,,
phenomenon,b2,noun,phénomène,,
philosopher,c1,noun,philosophe,,
philosophical,c1,adjective,philosophique,,
philosophy,b2,noun,philosophie,,
phone,a1,noun,téléphone,,
phone,a1,verb,téléphoner,,
photo,a1,noun,photo,,
photograph,a1,noun,photo,,
photograph,a2,verb,photographier,,
photographer,b1,noun,photographe,,
photography,b1,noun,photographie,,
phrase,a1,noun,expression,,
physical,a2,adjective,physique,,
physician,c1,noun,médecin,,
physics,a2,noun,physique,,
piano,a1,noun,piano,,
pick,b2,noun,écran,,
pick,a2,verb,cueillir,,
picture,a1,noun,image,,
picture,b2,verb,imaginer,,
piece,a1,noun,pièce,,
pig,a1,noun,cochon,,
pile,b2,noun,tas,,
pile,b2,verb,empiler,,
pill,b2,noun,pilule,,
pilot,a2,noun,pilote,,
pin,b1,noun,épingle,,
pin,b1,verb,clouer,,
pink,a1,adjective,rose,,
pink,a1,noun,rose,,
pioneer,c1,noun,pionnier,,
pioneer,c1,verb,pionnier,,
pipe,b1,noun,pipe,,
pipeline,c1,noun,pipeline,,
pirate,c1,noun,pirate,,
pit,c1,noun,fosse,,
pitch,b2,noun,terrain,,
pity,b2,noun,compassion,,
place,a1,noun,place,,
place,b1,verb,se placer,,
placement,b2,noun,placement,,
plain,b2,adjective,simple,,
plan,a1,noun,plan,,
plan,a1,verb,projeter,,
plane,a1,noun,avion,,
planet,a2,noun,planète,,
planning,b1,noun,planification,,
plant,a1,noun,plante,,
plant,a2,verb,planter,,
plastic,a2,adjective,plastique,,
plastic,a2,noun,plastique,,
plate,a2,noun,plat,,
platform,a2,noun,quai,,
play,a1,noun,pièce de théâtre,,
play,a1,verb,jouer,,
player,a1,noun,acteur,,
plea,c1,noun,plaidoyer,,
plead,c1,verb,plaider,,
pleasant,b1,adjective,agréable,,
please,a1,exclamation,s'il vous plaît,,
please,a2,verb,plaire,,
pleased,a2,adjective,content,,
pleasure,b1,noun,plaisir,,
pledge,c1,noun,gage,,
pledge,c1,verb,promettre,,
plenty,b1,pronoun,beaucoup,,
plot,b1,noun,intrigue,,
plot,b2,verb,conspirer,,
plug,c1,noun,bouchon,,
plug,c1,verb,boucher,,
plunge,c1,verb,plonger,,
plus,b2,adjective,plus,,
plus,b2,conjunction,plus,,
plus,b2,noun,plus,,
plus,b1,preposition,plus,,
pocket,a2,noun,poche,,
poem,b1,noun,poème,,
poet,b1,noun,poète,,
poetry,b1,noun,poésie,,
point,a1,noun,pointe,,
point,b1,verb,pointer,,
pointed,b2,adjective,pointu,,
poison,b1,noun,poison,,
poison,b1,verb,empoisonner,,
poisonous,b1,adjective,toxique,,
pole,c1,noun,pôle,,
police,a1,noun,police,,
policeman,a1,noun,policier,,
policy,b1,noun,politique,,
polite,a2,adjective,poli,,
political,b1,adjective,politique,,
politician,b1,noun,politicien,,
politics,b1,noun,politique,,
poll,c1,noun,sondage,,
pollution,a2,noun,pollution,,
pond,c1,noun,étang,,
pool,a1,noun,piscine,,
poor,a1,adjective,pauvre,,
pop,a2,adjective,pop,,
pop,a2,noun,pop,,
pop,c1,verb,éclater,,
popular,a1,adjective,populaire,,
popularity,b2,noun,popularité,,
population,a2,noun,population,,
port,b1,noun,port,,
portfolio,c1,noun,portefeuille,,
portion,b2,noun,part,,
portrait,b1,noun,portrait,,
portray,c1,verb,dépeindre,,
pose,b2,verb,poser,,
position,a2,noun,position,,
position,b2,verb,positionner,,
positive,a1,adjective,positif,,
positive,b2,noun,positif,,
possess,b2,verb,posséder,,
possession,a2,noun,possession,,
possibility,a2,noun,possibilité,,
possible,a1,adjective,possible,,
possibly,b1,adverb,peut-être,,
post,a1,noun,poste,,
post,a1,verb,poster,,
post-war,c1,adjective,après-guerre,,
poster,a2,noun,affiche,,
postpone,c1,verb,ajourner,,
pot,b1,noun,pot,,
potato,a1,noun,pomme de terre,,
potential,b2,adjective,potentiel,,
potential,b2,noun,possibilités,,
potentially,b2,adverb,potentiellement,,
pound,a1,noun,livre,,
pour,b1,verb,verser,,
poverty,b1,noun,pauvreté,,
powder,b1,noun,poudre,,
power,a2,noun,puissance,,
power,b2,verb,alimenter,,
powerful,b1,adjective,puissant,,
practical,b1,adjective,pratique,,
practice,a1,noun,pratique,,
practise,a1,verb,exercer,,
practitioner,c1,noun,praticien,,
praise,b2,noun,louange,,
praise,b2,verb,louer,,
pray,b1,verb,prier,,
prayer,b1,noun,prière,,
preach,c1,verb,prêcher,,
precede,b2,verb,précéder,,
precedent,c1,noun,précédent,,
precious,b2,adjective,précieux,,
precise,b2,adjective,précis,,
precisely,b2,adverb,précisément,,
precision,c1,noun,précision,,
predator,c1,noun,prédateur,,
predecessor,c1,noun,précédent,,
predict,a2,verb,prédire,,
predictable,b2,adjective,prévisible,,
prediction,b1,noun,prédiction,,
predominantly,c1,adverb,principalement,,
prefer,a1,verb,préférer,,
preference,b2,noun,préférence,,
pregnancy,c1,noun,grossesse,,
pregnant,b2,adjective,enceinte,,
prejudice,c1,noun,préjugé,,
preliminary,c1,adjective,préliminaire,,
premier,c1,adjective,premier,,
premise,c1,noun,prémisse,,
premium,c1,noun,prix,,
preparation,b2,noun,préparation,,
prepare,a1,verb,préparer,,
prepared,b1,adjective,préparé,,
prescribe,c1,verb,prescrire,,
prescription,c1,noun,ordonnance,,
presence,b2,noun,présence,,
present,a1,adjective,présent,,
present,a1,noun,présent,,
present,a2,verb,présenter,,
presentation,b1,noun,exposé,,
presently,c1,adverb,actuellement,,
preservation,c1,noun,préservation,,
preserve,b2,verb,préserver,,
preside,c1,verb,présider,,
presidency,c1,noun,présidence,,
president,a2,noun,président,,
presidential,c1,adjective,présidentiel,,
press,b1,noun,presse,,
press,b1,verb,presser,,
pressure,b1,noun,pression,,
prestigious,c1,adjective,prestigieux,,
presumably,c1,adverb,vraisemblablement,,
presume,c1,verb,supposer,,
pretend,b1,verb,prétendre,,
pretty,a1,adjective,joli,,
pretty,a1,adverb,pas mal,,
prevail,c1,verb,prédominer,,
prevalence,c1,noun,prévalence,,
prevent,a2,verb,empêcher,,
prevention,c1,noun,prévention,,
previous,b1,adjective,préalable,,
previously,b1,adverb,autrefois,,
prey,c1,noun,proie,,
price,a1,noun,prix,,
price,b2,verb,fixer le prix de,,
pride,b2,noun,orgueil,,
priest,b1,noun,prêtre,,
primarily,b2,adverb,principalement,,
primary,b1,adjective,primaire,,
prime,b2,adjective,de premier ordre,,
prince,b1,noun,prince,,
princess,b1,noun,princesse,,
principal,b2,adjective,principal,,
principal,c1,noun,principal,,
principle,b2,noun,principe,,
print,b2,noun,empreinte,,
print,a2,verb,imprimer,,
printer,a2,noun,imprimante,,
printing,b1,noun,impression,,
prior,b2,adjective,préalable,,
priority,b2,noun,priorité,,
prison,a2,noun,prison,,
prisoner,b1,noun,prisonnier,,
privacy,b2,noun,intimité,,
private,b1,adjective,privé,,
privatization,c1,noun,privatisation,,
privilege,c1,noun,privilège,,
prize,a2,noun,prix,,
probability,b2,noun,probabilité,,
probable,b2,adjective,probable,,
probably,a1,adverb,probablement,,
probe,c1,noun,perche,,
probe,c1,verb,sonder,,
problem,a1,noun,problème,,
problematic,c1,adjective,problématique,,
procedure,b2,noun,procédé,,
proceed,b2,verb,procéder,,
proceeding,c1,noun,procédure,,
proceeds,c1,noun,recettes,,
process,a2,noun,recette,,
process,b2,verb,traiter,,
processing,c1,noun,traitement,,
processor,c1,noun,processeur,,
proclaim,c1,verb,proclamer,,
produce,b2,noun,produits,,
produce,a2,verb,produire,,
producer,b1,noun,producteur,,
product,a1,noun,produit,,
production,b1,noun,production,,
productive,c1,adjective,productif,,
productivity,c1,noun,productivité,,
profession,b1,noun,profession,,
professional,a2,adjective,professionnel,,
professional,b2,noun,professionnel,,
professor,a2,noun,professeur,,
profile,a2,noun,profil,,
profit,b1,noun,profit,,
profitable,c1,adjective,profitable,,
profound,c1,adjective,profond,,
program,a2,noun,programme,,
program,b1,verb,programmer,,
programme,a1,noun,programme,,
programming,b2,noun,programmation,,
progress,a2,noun,progrès,,
progress,b2,verb,progresser,,
progressive,b2,adjective,progressif,,
prohibit,b2,verb,interdire,,
project,a1,noun,projet,,
project,b2,verb,projeter,,
projection,c1,noun,saillie,,
prominent,c1,adjective,proéminent,,
promise,a2,noun,promesse,,
promise,a2,verb,promettre,,
promising,b2,adjective,prometteur,,
promote,b1,verb,promouvoir,,
promotion,b2,noun,promotion,,
prompt,b2,verb,inciter,,
pronounce,a2,verb,prononcer,,
pronounced,c1,adjective,prononcé,,
proof,b2,noun,preuve,,
propaganda,c1,noun,propagande,,
proper,b1,adjective,convenable,,
properly,b1,adverb,proprement,,
property,b1,noun,propriété,,
proportion,b2,noun,proportion,,
proposal,b2,noun,proposition,,
propose,b2,verb,proposer,,
proposition,c1,noun,proposition,,
prosecute,c1,verb,poursuivre,,
prosecution,c1,noun,poursuites,,
prosecutor,c1,noun,procureur,,
prospect,b2,noun,perspective,,
prospective,c1,adjective,potentiel,,
prosperity,c1,noun,prospérité,,
protect,a2,verb,protéger,,
protection,b2,noun,protection,,
protective,c1,adjective,protecteur,,
protein,b2,noun,protéine,,
protest,b1,noun,protestation,,
protest,b1,verb,protester,,
protester,b2,noun,manifestant,,
protocol,c1,noun,protocole,,
proud,b1,adjective,fier,,
prove,b1,verb,prouver,,
provide,a2,verb,pourvoir,,
province,c1,noun,province,,
provincial,c1,adjective,provincial,,
provision,c1,noun,provision,,
provoke,c1,verb,provoquer,,
psychiatric,c1,adjective,psychiatrique,,
psychological,b2,adjective,psychologique,,
psychologist,b2,noun,psychologue,,
psychology,b2,noun,psychologie,,
pub,a2,noun,pub,,
public,a2,adjective,public,,
public,a2,noun,public,,
publication,b2,noun,publication,,
publicity,b2,noun,publicité,,
publish,a2,verb,publier,,
publishing,b2,noun,édition,,
pull,b1,noun,influence,,
pull,a2,verb,tirer,,
pulse,c1,noun,pouls,,
pump,c1,noun,pompe,,
pump,c1,verb,pomper,,
punch,c1,noun,punch,,
punch,c1,verb,poinçonner,,
punish,b1,verb,punir,,
punishment,b1,noun,punition,,
punk,b2,noun,vaurien,,
pupil,b2,noun,élève,,
purchase,b2,noun,achat,,
purchase,b2,verb,acheter,,
pure,b2,adjective,pur,,
purely,b2,adverb,purement,,
purple,a1,adjective,pourpre,,
purple,a1,noun,pourpre,,
purpose,a2,noun,but,,
pursue,b2,verb,poursuivre,,
pursuit,b2,noun,poursuite,,
push,b1,noun,poussée,,
push,a2,verb,pousser,,
put,a1,verb,mettre,,
puzzle,b2,noun,puzzle,,
qualification,b1,noun,qualification,,
qualified,b1,adjective,qualifié,,
qualify,b1,verb,qualifier,,
quality,a2,noun,qualité,,
quantity,a2,noun,quantité,,
quarter,a1,noun,quartier,,
queen,a2,noun,dame,,
query,c1,noun,requête,,
quest,c1,noun,quête,,
question,a1,noun,question,,
question,a2,verb,questionner,,
questionnaire,b2,noun,questionnaire,,
queue,b1,noun,file,,
queue,b1,verb,faire la queue,,
quick,a1,adjective,rapide,,
quickly,a1,adverb,rapidement,,
quiet,a1,adjective,tranquille,,
quietly,a2,adverb,paisablement,,
quit,b1,verb,quitter,,
quite,a1,adverb,complètement,,
quota,c1,noun,quota,,
quotation,b1,noun,citation,,
quote,b1,noun,citation,,
quote,b1,verb,citer,,
race,a2,noun,race,,
race,a2,verb,s'élancer,,
racial,b2,adjective,racial,,
racing,b1,noun,course,,
racism,b2,noun,racisme,,
racist,b2,adjective,raciste,,
racist,b2,noun,raciste,,
radar,c1,noun,radar,,
radiation,b2,noun,radiation,,
radical,c1,adjective,radical,,
radio,a1,noun,radio,,
rage,c1,noun,rage,,
raid,c1,noun,raid,,
raid,c1,verb,faire une descente,,
rail,b2,noun,rail,,
railway,a2,noun,chemin de fer,,
rain,a1,noun,pluie,,
rain,a1,verb,pleuvoir,,
raise,a2,verb,élever,,
rally,c1,noun,rallye,,
rally,c1,verb,rallier,,
random,b2,adjective,accidentel,,
range,b1,noun,terrain,,
range,b2,verb,varier,,
rank,b2,noun,rangée,,
rank,b2,verb,coter,,
ranking,c1,noun,classement,,
rape,c1,noun,viol,,
rape,c1,verb,pirater,,
rapid,b2,adjective,rapide,,
rapidly,b2,adverb,rapidement,,
rare,b1,adjective,rare,,
rarely,b1,adverb,rarement,,
rat,b2,noun,rat,,
rate,a2,noun,taux,,
rate,b2,verb,coter,,
rather,a2,adverb,plutôt,,
rating,b2,noun,évaluation,,
ratio,c1,noun,rapport,,
rational,c1,adjective,rationnel,,
raw,b2,adjective,brut,,
ray,c1,noun,rayon,,
reach,b2,noun,portée,,
reach,a2,verb,atteindre,,
react,a2,verb,réagir,,
reaction,b1,noun,réaction,,
read,a1,verb,lire,,
reader,a1,noun,lecteur,,
readily,c1,adverb,facilement,,
reading,a1,noun,lecture,,
ready,a1,adjective,prêt,,
real,a1,adjective,réel,,
realistic,b2,adjective,réaliste,,
reality,b1,noun,réalité,,
realization,c1,noun,connaissance,,
realize,a2,verb,se rendre compte,,
really,a1,adverb,vraiment,,
realm,c1,noun,domaine,,
rear,c1,adjective,arrière,,
rear,c1,noun,arrière,,
reason,a1,noun,raison,,
reasonable,b2,adjective,raisonnable,,
reasonably,b2,adverb,raisonnablement,,
reasoning,c1,noun,raisonnement,,
reassure,c1,verb,tranquilliser,,
rebel,c1,noun,rebelle,,
rebellion,c1,noun,rébellion,,
rebuild,b2,verb,reconstruire,,
recall,b2,verb,rappeler,,
receipt,b1,noun,recette,,
receive,a2,verb,recevoir,,
receiver,b2,noun,récepteur,,
recent,a2,adjective,récent,,
recently,a2,adverb,dernièrement,,
reception,a2,noun,réception,,
recession,b2,noun,récession,,
recipe,a2,noun,recette,,
recipient,c1,noun,destinataire,,
reckon,b2,verb,estimer,,
recognition,b2,noun,reconnaissance,,
recognize,a2,verb,reconnaître,,
recommend,a2,verb,recommander,,
recommendation,b1,noun,recommandation,,
reconstruction,c1,noun,reconstitution,,
record,a2,noun,record,,
record,a2,verb,enregistrer,,
recording,a2,noun,enregistrement,,
recount,c1,verb,recompter,,
recover,b2,verb,récupérer,,
recovery,b2,noun,récupération,,
recruit,b2,noun,recrue,,
recruit,b2,verb,recruter,,
recruitment,b2,noun,recrutement,,
recycle,a2,verb,recycler,,
red,a1,adjective,rouge,,
red,a1,noun,rouge,,
reduce,a2,verb,réduire,,
reduction,b2,noun,réduction,,
refer,a2,verb,référer,,
referee,b2,noun,arbitre,,
reference,b1,noun,référence,,
referendum,c1,noun,référendum,,
reflect,b1,verb,réfléchir,,
reflection,c1,noun,reflet,,
reform,c1,noun,réforme,,
reform,c1,verb,réformer,,
refuge,c1,noun,refuge,,
refugee,b2,noun,réfugié,,
refusal,c1,noun,refus,,
refuse,a2,verb,refuser,,
regain,c1,verb,reconquérir,,
regard,b2,noun,estime,,
regard,b2,verb,considérer,,
regardless,c1,adverb,malgré tout,,
regime,c1,noun,régime,,
region,a2,noun,région,,
regional,b2,adjective,régional,,
register,b2,noun,inscription,,
register,b2,verb,enregistrer,,
registration,b2,noun,enregistrement,,
regret,b2,noun,regret,,
regret,b2,verb,regretter,,
regular,a2,adjective,régulier,,
regularly,b1,adverb,régulièrement,,
regulate,b2,verb,régler,,
regulation,b2,noun,règlement,,
regulator,c1,noun,régulateur,,
regulatory,c1,adjective,régulateur,,
rehabilitation,c1,noun,réhabilitation,,
reign,c1,noun,règne,,
reign,c1,verb,régner,,
reinforce,b2,verb,renforcer,,
reject,b1,verb,rejeter,,
rejection,c1,noun,refus,,
relate,b1,verb,concerner,,
related,b1,adjective,lié,,
relation,b1,noun,relation,,
relationship,a2,noun,relation,,
relative,b1,adjective,relatif,,
relative,b1,noun,parent,,
relatively,b2,adverb,relativement,,
relax,a1,verb,relâcher,,
relaxed,b1,adjective,détendu,,
relaxing,b1,adjective,relaxant,,
release,b1,noun,version,,
release,b1,verb,libérer,,
relevance,c1,noun,pertinence,,
relevant,b2,adjective,pertinent,,
reliability,c1,noun,fiabilité,,
reliable,b1,adjective,sûr,,
relief,b2,noun,soulagement,,
relieve,b2,verb,soulager,,
relieved,b2,adjective,soulagé,,
religion,b1,noun,religion,,
religious,b1,adjective,religieux,,
reluctant,c1,adjective,réservé,,
rely,b2,verb,compter sur,,
remain,b1,verb,rester,,
remainder,c1,noun,reste,,
remains,c1,noun,reste,,
remark,b2,noun,remarque,,
remark,b2,verb,faire remarquer,,
remarkable,b2,adjective,remarquable,,
remarkably,b2,adverb,remarquablement,,
remedy,c1,noun,remède,,
remember,a1,verb,se rappeler,,
remind,b1,verb,rappeler à,,
reminder,c1,noun,rappel,,
remote,b1,adjective,éloigné,,
removal,c1,noun,déménagement,,
remove,a2,verb,enlever,,
render,c1,verb,rendre,,
renew,c1,verb,renouveler,,
renowned,c1,adjective,reconnu,,
rent,b1,noun,loyer,,
rent,b1,verb,louer,,
rental,c1,noun,location,,
repair,b1,noun,réparation,,
repair,a2,verb,réparer,,
repeat,b1,noun,répétition,,
repeat,a1,verb,répéter,,
repeated,b1,adjective,répété,,
replace,a2,verb,remplacer,,
replacement,c1,noun,remplaçant,,
reply,a2,noun,réponse,,
reply,a2,verb,répondre,,
report,a1,noun,rapport,,
report,a2,verb,rapporter,,
reportedly,c1,adverb,supposément,,
reporter,a2,noun,reporter,,
reporting,b2,noun,reportage,,
represent,b1,verb,représenter,,
representation,c1,noun,représentation,,
representative,b2,adjective,typique,,
representative,b2,noun,représentant,,
